System,Subject,Category,Item,Year,No. of Cases
CISSCBSV,Newly Reported Sexual Violence Cases,Ethnicity of Victim,White,2017,
CISSCBSV,Newly Reported Sexual Violence Cases,Ethnicity of Victim,Indian,2017,
CISSCBSV,Newly Reported Sexual Violence Cases,Ethnicity of Victim,Pakistani,2017,
CISSCBSV,Newly Reported Sexual Violence Cases,Ethnicity of Victim,Nepalese,2017,
CISSCBSV,Newly Reported Sexual Violence Cases,Ethnicity of Victim,Japanese,2017,
CISSCBSV,Newly Reported Sexual Violence Cases,Ethnicity of Victim,Thai,2017,
CISSCBSV,Newly Reported Sexual Violence Cases,Ethnicity of Victim,Other Asian,2017,
CISSCBSV,Newly Reported Sexual Violence Cases,Ethnicity of Victim,African,2017,
CISSCBSV,Newly Reported Sexual Violence Cases,Ethnicity of Victim,Others,2017,
CISSCBSV,Newly Reported Sexual Violence Cases,Ethnicity of Victim,Unknown,2017,
CISSCBSV,Newly Reported Sexual Violence Cases,District Where Incident Happened,Central & Western,2017,96
CISSCBSV,Newly Reported Sexual Violence Cases,District Where Incident Happened,Southern,2017,15
CISSCBSV,Newly Reported Sexual Violence Cases,District Where Incident Happened,Island,2017,12
CISSCBSV,Newly Reported Sexual Violence Cases,District Where Incident Happened,Eastern,2017,36
CISSCBSV,Newly Reported Sexual Violence Cases,District Where Incident Happened,Wan Chai,2017,54
CISSCBSV,Newly Reported Sexual Violence Cases,District Where Incident Happened,Kowloon City,2017,48
CISSCBSV,Newly Reported Sexual Violence Cases,District Where Incident Happened,Yau Tsim Mong,2017,187
CISSCBSV,Newly Reported Sexual Violence Cases,District Where Incident Happened,Sham Shui Po,2017,42
CISSCBSV,Newly Reported Sexual Violence Cases,District Where Incident Happened,Wong Tai Sin,2017,27
CISSCBSV,Newly Reported Sexual Violence Cases,District Where Incident Happened,Sai Kung,2017,23
CISSCBSV,Newly Reported Sexual Violence Cases,District Where Incident Happened,Kwun Tong,2017,65
CISSCBSV,Newly Reported Sexual Violence Cases,District Where Incident Happened,Shatin,2017,66
CISSCBSV,Newly Reported Sexual Violence Cases,District Where Incident Happened,Tai Po,2017,17
CISSCBSV,Newly Reported Sexual Violence Cases,District Where Incident Happened,North,2017,22
CISSCBSV,Newly Reported Sexual Violence Cases,District Where Incident Happened,Yuen Long,2017,59
CISSCBSV,Newly Reported Sexual Violence Cases,District Where Incident Happened,Tsuen Wan,2017,46
CISSCBSV,Newly Reported Sexual Violence Cases,District Where Incident Happened,Kwai Tsing,2017,52
CISSCBSV,Newly Reported Sexual Violence Cases,District Where Incident Happened,Tuen Mun,2017,51
CISSCBSV,Newly Reported Sexual Violence Cases,District Where Incident Happened,Outside Hong Kong/Unknown,2017,49
CISSCBSV,Newly Reported Sexual Violence Cases,District Where Incident Happened,Outside Hong Kong ,2017,
CISSCBSV,Newly Reported Sexual Violence Cases,District Where Incident Happened,Unknown,2017,
CPR,Newly Registered Child Protection Cases,Types of Harm/Maltreatment,Physical abuse,2018,493
CPR,Newly Registered Child Protection Cases,Types of Harm/Maltreatment,Neglect,2018,237
CPR,Newly Registered Child Protection Cases,Types of Harm/Maltreatment,Sexual abuse,2018,297
CPR,Newly Registered Child Protection Cases,Types of Harm/Maltreatment,Psychological  abuse,2018,11
CPR,Newly Registered Child Protection Cases,Types of Harm/Maltreatment,Multiple abuse,2018,26
CPR,Newly Registered Child Protection Cases,Sex of Maltreated Child,Female,2018,566
CPR,Newly Registered Child Protection Cases,Sex of Maltreated Child,Male,2018,498
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Parent,2018,684
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Sibling ,2018,14
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Step-parent,2018,42
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Grandparent,2018,24
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Relative,2018,12
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Family friend / Friend,2018,
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Family friend / Parent of peer,2018,51
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Caregiver,2018,19
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Teacher,2018,
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,School teacher / personnel,2018,14
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Staff of boarding section of school,2018,3
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Tutor / Coach,2018,24
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Religious personnel,2018,0
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Schoolmate / friend / peer,2018,43
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Co-tenant / Neighbour,2018,7
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Inmate of residential service,2018,4
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Unrelated person (including strangers) ,2018,79
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Unidentified Person / Others,2018,
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Unidentified person,2018,36
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Other,2018,4
CPR,Newly Registered Child Protection Cases,Ethnicity of Maltreated Child,Chinese,2018,488
CPR,Newly Registered Child Protection Cases,Ethnicity of Maltreated Child,Pakistani,2018,6
CPR,Newly Registered Child Protection Cases,Ethnicity of Maltreated Child,Filipino,2018,4
CPR,Newly Registered Child Protection Cases,Ethnicity of Maltreated Child,Indonesian,2018,3
CPR,Newly Registered Child Protection Cases,Ethnicity of Maltreated Child,Indian,2018,2
CPR,Newly Registered Child Protection Cases,Ethnicity of Maltreated Child,African,2018,1
CPR,Newly Registered Child Protection Cases,Ethnicity of Maltreated Child,New Zealander ,2018,1
CPR,Newly Registered Child Protection Cases,Ethnicity of Maltreated Child,Australian,2018,1
CPR,Newly Registered Child Protection Cases,Ethnicity of Maltreated Child,Thai,2018,1
CPR,Newly Registered Child Protection Cases,Ethnicity of Maltreated Child,Vietnamese,2018,1
CPR,Newly Registered Child Protection Cases,Ethnicity of Maltreated Child,Others,2018,1
CPR,Newly Registered Child Protection Cases,Ethnicity of Maltreated Child,Unknown,2018,1
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Central & Western,2018,21
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Southern,2018,28
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Islands,2018,21
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Eastern,2018,53
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Wan Chai,2018,12
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Kowloon City,2018,39
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Yau Tsim Mong,2018,54
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Sham Shui Po,2018,51
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Wong Tai Sin,2018,65
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Sai Kung,2018,50
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Kwun Tong,2018,126
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Shatin,2018,36
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Tai Po,2018,44
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,North,2018,61
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Yuen Long,2018,127
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Tsuen Wan,2018,33
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Kwai Tsing,2018,82
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Tuen Mun,2018,84
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Outside Hong Kong,2018,37
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Unknown,2018,40
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Type of Violence,Physical violence,2018,2349
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Type of Violence,Sexual violence,2018,23
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Type of Violence,Psychological abuse,2018,353
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Type of Violence,Multiple violence,2018,212
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Sex of Victim,Female,2018,2387
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Sex of Victim,Male,2018,550
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Perpetrator's Relationship with the Victim,Husband,2018,1724
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Perpetrator's Relationship with the Victim,Wife,2018,367
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Perpetrator's Relationship with the Victim,Male Cohabitant,2018,
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Perpetrator's Relationship with the Victim,Female Cohabitant,2018,
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Perpetrator's Relationship with the Victim,Estranged husband / ex-husband,2018,128
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Perpetrator's Relationship with the Victim,Estranged wife / ex-wife,2018,32
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Perpetrator's Relationship with the Victim,Boyfriend,2018,
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Perpetrator's Relationship with the Victim,Girlfriend,2018,
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Perpetrator's Relationship with the Victim,Heterosexual cohabitant,2018,461
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Perpetrator's Relationship with the Victim,Same-sex cohabitant,2018,13
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Perpetrator's Relationship with the Victim,Heterosexual ex-cohabitant,2018,206
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Perpetrator's Relationship with the Victim,Same-sex ex-cohabitant,2018,6
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Ethnicity of Victim,Chinese,2018,2690
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Ethnicity of Victim,Indonesian,2018,39
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Ethnicity of Victim,Filipino,2018,47
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Ethnicity of Victim,White,2018,4
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Ethnicity of Victim,Indian,2018,28
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Ethnicity of Victim,Pakistani,2018,28
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Ethnicity of Victim,Nepalese,2018,10
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Ethnicity of Victim,Japanese,2018,2
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Ethnicity of Victim,Thai,2018,8
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Ethnicity of Victim,Other Asian,2018,53
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Ethnicity of Victim,African,2018,9
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Ethnicity of Victim,Others,2018,10
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Ethnicity of Victim,Unknown,2018,9
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Residential District of Victim at the Time of Incident,Central & Western,2018,92
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Residential District of Victim at the Time of Incident,Southern,2018,40
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Residential District of Victim at the Time of Incident,Island,2018,72
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Residential District of Victim at the Time of Incident,Eastern,2018,164
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Residential District of Victim at the Time of Incident,Wan Chai,2018,37
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Residential District of Victim at the Time of Incident,Kowloon City,2018,138
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Residential District of Victim at the Time of Incident,Yau Tsim Mong,2018,171
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Residential District of Victim at the Time of Incident,Sham Shui Po,2018,162
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Residential District of Victim at the Time of Incident,Wong Tai Sin,2018,203
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Residential District of Victim at the Time of Incident,Sai Kung,2018,150
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Residential District of Victim at the Time of Incident,Kwun Tong,2018,261
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Residential District of Victim at the Time of Incident,Shatin,2018,250
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Residential District of Victim at the Time of Incident,Tai Po,2018,127
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Residential District of Victim at the Time of Incident,North,2018,141
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Residential District of Victim at the Time of Incident,Yuen Long,2018,385
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Residential District of Victim at the Time of Incident,Tsuen Wan,2018,109
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Residential District of Victim at the Time of Incident,Kwai Tsing,2018,214
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Residential District of Victim at the Time of Incident,Tuen Mun,2018,192
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Residential District of Victim at the Time of Incident,Outside Hong Kong/Unknown,2018,29
CISSCBSV,Newly Reported Sexual Violence Cases,Type of Incident,Rape/Unlawful Sexual Intercourse,2018,130
CISSCBSV,Newly Reported Sexual Violence Cases,Type of Incident,Indecent assault,2018,844
CISSCBSV,Newly Reported Sexual Violence Cases,Type of Incident,Forced masturbation,2018,6
CISSCBSV,Newly Reported Sexual Violence Cases,Type of Incident,Forced oral sex,2018,6
